2020-10-01 08:18:18.362053+00:00 nozzle: 1 | time: 1601540298.3620534 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:24.930162+00:00 nozzle: 0 | time: 1601540304.9301627 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:24.964147+00:00 nozzle: 2 | time: 1601540304.964147 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:24.965143+00:00 nozzle: 1 | time: 1601540304.964147 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:24.965143+00:00 nozzle: 0 | time: 1601540304.9651432 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.019142+00:00 nozzle: 2 | time: 1601540305.018144 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.019142+00:00 nozzle: 1 | time: 1601540305.0191426 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.020144+00:00 nozzle: 0 | time: 1601540305.020145 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.055141+00:00 nozzle: 2 | time: 1601540305.0551417 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.055141+00:00 nozzle: 1 | time: 1601540305.0551417 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.056142+00:00 nozzle: 0 | time: 1601540305.056142 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.091142+00:00 nozzle: 2 | time: 1601540305.0911424 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.092143+00:00 nozzle: 1 | time: 1601540305.092143 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.093144+00:00 nozzle: 0 | time: 1601540305.092143 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.137143+00:00 nozzle: 2 | time: 1601540305.1371434 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.138144+00:00 nozzle: 0 | time: 1601540305.1381443 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.181150+00:00 nozzle: 2 | time: 1601540305.181151 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:25.181150+00:00 nozzle: 0 | time: 1601540305.181151 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.406143+00:00 nozzle: 2 | time: 1601540306.4061437 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.434142+00:00 nozzle: 2 | time: 1601540306.4341428 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.473143+00:00 nozzle: 2 | time: 1601540306.4731436 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.474151+00:00 nozzle: 2 | time: 1601540306.4741511 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.513159+00:00 nozzle: 2 | time: 1601540306.5131595 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.514150+00:00 nozzle: 2 | time: 1601540306.5141504 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.515143+00:00 nozzle: 0 | time: 1601540306.5151439 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.549143+00:00 nozzle: 2 | time: 1601540306.5491436 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.550141+00:00 nozzle: 2 | time: 1601540306.550141 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.551142+00:00 nozzle: 2 | time: 1601540306.5511425 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.551142+00:00 nozzle: 2 | time: 1601540306.5511425 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.552142+00:00 nozzle: 0 | time: 1601540306.5521424 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.577147+00:00 nozzle: 2 | time: 1601540306.5771468 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.578142+00:00 nozzle: 2 | time: 1601540306.5781424 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.579144+00:00 nozzle: 0 | time: 1601540306.5791447 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.580157+00:00 nozzle: 0 | time: 1601540306.580158 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.641142+00:00 nozzle: 2 | time: 1601540306.6411426 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.642149+00:00 nozzle: 0 | time: 1601540306.64215 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.643142+00:00 nozzle: 0 | time: 1601540306.64215 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.677143+00:00 nozzle: 2 | time: 1601540306.6771436 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.678145+00:00 nozzle: 0 | time: 1601540306.6781452 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.680678+00:00 nozzle: 0 | time: 1601540306.6801825 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.727143+00:00 nozzle: 2 | time: 1601540306.727143 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.728151+00:00 nozzle: 2 | time: 1601540306.728151 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.729146+00:00 nozzle: 0 | time: 1601540306.729146 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.730143+00:00 nozzle: 0 | time: 1601540306.7301435 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.773144+00:00 nozzle: 0 | time: 1601540306.773144 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.773144+00:00 nozzle: 0 | time: 1601540306.773144 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.799143+00:00 nozzle: 0 | time: 1601540306.7991438 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.833143+00:00 nozzle: 0 | time: 1601540306.8331432 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.871165+00:00 nozzle: 0 | time: 1601540306.8711653 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.915141+00:00 nozzle: 0 | time: 1601540306.9141488 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.944148+00:00 nozzle: 0 | time: 1601540306.9441483 | location 0 | delay: 0 | duration: 1
2020-10-01 08:18:26.976143+00:00 nozzle: 0 | time: 1601540306.9761434 | location 0 | delay: 0 | duration: 1
