2020-10-01 08:20:24.211780+00:00 nozzle: 1 | time: 1601540424.21178 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.093864+00:00 nozzle: 1 | time: 1601540425.093865 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.094859+00:00 nozzle: 1 | time: 1601540425.0948591 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.095860+00:00 nozzle: 1 | time: 1601540425.0958607 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.152862+00:00 nozzle: 1 | time: 1601540425.1528623 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.751859+00:00 nozzle: 1 | time: 1601540425.75186 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.778859+00:00 nozzle: 1 | time: 1601540425.7788594 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.813864+00:00 nozzle: 1 | time: 1601540425.813865 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.816861+00:00 nozzle: 1 | time: 1601540425.8158717 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.860858+00:00 nozzle: 1 | time: 1601540425.8608587 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.890858+00:00 nozzle: 1 | time: 1601540425.890858 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.891857+00:00 nozzle: 1 | time: 1601540425.8918579 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.921858+00:00 nozzle: 1 | time: 1601540425.9218585 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:25.976860+00:00 nozzle: 1 | time: 1601540425.9758623 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:26.267860+00:00 nozzle: 1 | time: 1601540426.2678602 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:27.683859+00:00 nozzle: 1 | time: 1601540427.6838598 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:27.717858+00:00 nozzle: 1 | time: 1601540427.7178586 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:27.772859+00:00 nozzle: 1 | time: 1601540427.7728593 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:27.809858+00:00 nozzle: 1 | time: 1601540427.8098583 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:27.841858+00:00 nozzle: 1 | time: 1601540427.8418589 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:27.876859+00:00 nozzle: 1 | time: 1601540427.87686 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:28.319430+00:00 nozzle: 1 | time: 1601540428.3194308 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.167431+00:00 nozzle: 2 | time: 1601540430.167431 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.168429+00:00 nozzle: 1 | time: 1601540430.1684299 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.196434+00:00 nozzle: 2 | time: 1601540430.1964347 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.198431+00:00 nozzle: 1 | time: 1601540430.1984317 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.230442+00:00 nozzle: 2 | time: 1601540430.229444 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.231431+00:00 nozzle: 1 | time: 1601540430.2314315 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.231431+00:00 nozzle: 0 | time: 1601540430.2314315 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.256431+00:00 nozzle: 2 | time: 1601540430.2564313 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.257432+00:00 nozzle: 1 | time: 1601540430.257433 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.257432+00:00 nozzle: 0 | time: 1601540430.257433 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.313432+00:00 nozzle: 2 | time: 1601540430.3134322 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.314431+00:00 nozzle: 1 | time: 1601540430.3144317 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.314431+00:00 nozzle: 0 | time: 1601540430.3144317 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.357432+00:00 nozzle: 2 | time: 1601540430.3574328 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.358431+00:00 nozzle: 1 | time: 1601540430.3584316 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.359431+00:00 nozzle: 0 | time: 1601540430.3594315 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.407430+00:00 nozzle: 2 | time: 1601540430.406432 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.407430+00:00 nozzle: 1 | time: 1601540430.407431 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.408433+00:00 nozzle: 0 | time: 1601540430.408433 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.450430+00:00 nozzle: 2 | time: 1601540430.4504309 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.451431+00:00 nozzle: 0 | time: 1601540430.4514313 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.484431+00:00 nozzle: 2 | time: 1601540430.4844315 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:30.485430+00:00 nozzle: 0 | time: 1601540430.4854302 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.665463+00:00 nozzle: 2 | time: 1601540431.665463 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.711430+00:00 nozzle: 2 | time: 1601540431.7114305 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.742431+00:00 nozzle: 2 | time: 1601540431.742432 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.743433+00:00 nozzle: 2 | time: 1601540431.7434335 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.771448+00:00 nozzle: 2 | time: 1601540431.7714481 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.772432+00:00 nozzle: 2 | time: 1601540431.7724326 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.773432+00:00 nozzle: 0 | time: 1601540431.7734323 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.817432+00:00 nozzle: 2 | time: 1601540431.8174324 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.818450+00:00 nozzle: 2 | time: 1601540431.8184505 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.819434+00:00 nozzle: 2 | time: 1601540431.8194344 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.820433+00:00 nozzle: 2 | time: 1601540431.8204336 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.821432+00:00 nozzle: 0 | time: 1601540431.8214326 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.865434+00:00 nozzle: 2 | time: 1601540431.865435 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.866432+00:00 nozzle: 2 | time: 1601540431.8664322 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.867435+00:00 nozzle: 0 | time: 1601540431.867435 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.867435+00:00 nozzle: 0 | time: 1601540431.867435 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.901433+00:00 nozzle: 2 | time: 1601540431.901433 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.902435+00:00 nozzle: 0 | time: 1601540431.902435 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.902435+00:00 nozzle: 0 | time: 1601540431.902435 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.963431+00:00 nozzle: 2 | time: 1601540431.9634316 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.964432+00:00 nozzle: 0 | time: 1601540431.9644318 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:31.965432+00:00 nozzle: 0 | time: 1601540431.9644318 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:32.009433+00:00 nozzle: 2 | time: 1601540432.009433 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:32.009433+00:00 nozzle: 2 | time: 1601540432.009433 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:32.010439+00:00 nozzle: 0 | time: 1601540432.0104396 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:32.011434+00:00 nozzle: 0 | time: 1601540432.0114346 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:32.056440+00:00 nozzle: 0 | time: 1601540432.05644 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:32.057434+00:00 nozzle: 0 | time: 1601540432.0574348 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:32.088434+00:00 nozzle: 0 | time: 1601540432.0884342 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:32.116431+00:00 nozzle: 0 | time: 1601540432.1164317 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:32.150433+00:00 nozzle: 0 | time: 1601540432.1504333 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:32.183437+00:00 nozzle: 0 | time: 1601540432.1834378 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:32.241431+00:00 nozzle: 0 | time: 1601540432.2414312 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:32.275432+00:00 nozzle: 0 | time: 1601540432.2754326 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:34.692432+00:00 nozzle: 3 | time: 1601540434.6924326 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:34.723437+00:00 nozzle: 3 | time: 1601540434.7234375 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:34.761434+00:00 nozzle: 3 | time: 1601540434.761434 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:34.800433+00:00 nozzle: 3 | time: 1601540434.8004332 | location 0 | delay: 0 | duration: 1
2020-10-01 08:20:34.836438+00:00 nozzle: 3 | time: 1601540434.8354335 | location 0 | delay: 0 | duration: 1
