2020-10-01 08:14:33.556261+00:00 nozzle: 1 | time: 1601540073.5562618 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:34.247261+00:00 nozzle: 1 | time: 1601540074.2472615 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:34.248269+00:00 nozzle: 1 | time: 1601540074.248269 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:34.321260+00:00 nozzle: 1 | time: 1601540074.3212602 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:34.906260+00:00 nozzle: 1 | time: 1601540074.9052603 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:34.944263+00:00 nozzle: 1 | time: 1601540074.9442632 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:34.970272+00:00 nozzle: 1 | time: 1601540074.9702723 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:34.972260+00:00 nozzle: 1 | time: 1601540074.9722607 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:35.015261+00:00 nozzle: 1 | time: 1601540075.0152614 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:35.047260+00:00 nozzle: 1 | time: 1601540075.0472608 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:35.048260+00:00 nozzle: 1 | time: 1601540075.0482607 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:35.084261+00:00 nozzle: 1 | time: 1601540075.0842617 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:35.113263+00:00 nozzle: 1 | time: 1601540075.1132631 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:35.396261+00:00 nozzle: 1 | time: 1601540075.3962612 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:36.891265+00:00 nozzle: 1 | time: 1601540076.8912659 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:36.921264+00:00 nozzle: 1 | time: 1601540076.921265 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:36.967262+00:00 nozzle: 1 | time: 1601540076.9672623 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:37.001261+00:00 nozzle: 1 | time: 1601540077.0012617 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:37.030261+00:00 nozzle: 1 | time: 1601540077.0302618 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:37.065310+00:00 nozzle: 1 | time: 1601540077.0653107 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:37.472264+00:00 nozzle: 1 | time: 1601540077.4722645 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.375265+00:00 nozzle: 2 | time: 1601540079.3752651 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.376264+00:00 nozzle: 1 | time: 1601540079.3762648 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.421263+00:00 nozzle: 2 | time: 1601540079.4212635 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.422262+00:00 nozzle: 1 | time: 1601540079.4222622 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.468262+00:00 nozzle: 2 | time: 1601540079.468263 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.469268+00:00 nozzle: 1 | time: 1601540079.4692686 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.469268+00:00 nozzle: 0 | time: 1601540079.4692686 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.530263+00:00 nozzle: 2 | time: 1601540079.5302637 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.531261+00:00 nozzle: 1 | time: 1601540079.5312617 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.532263+00:00 nozzle: 0 | time: 1601540079.5322633 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.578263+00:00 nozzle: 2 | time: 1601540079.5782635 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.579263+00:00 nozzle: 1 | time: 1601540079.5792632 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.580262+00:00 nozzle: 0 | time: 1601540079.5792632 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.631265+00:00 nozzle: 2 | time: 1601540079.6302783 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.632264+00:00 nozzle: 1 | time: 1601540079.6322641 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.633266+00:00 nozzle: 0 | time: 1601540079.6332664 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.669263+00:00 nozzle: 2 | time: 1601540079.6692636 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.670262+00:00 nozzle: 1 | time: 1601540079.6702626 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.670262+00:00 nozzle: 0 | time: 1601540079.6702626 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.698264+00:00 nozzle: 2 | time: 1601540079.6982641 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.699268+00:00 nozzle: 0 | time: 1601540079.6992686 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.729264+00:00 nozzle: 2 | time: 1601540079.7292645 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:39.730263+00:00 nozzle: 0 | time: 1601540079.730263 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.023264+00:00 nozzle: 2 | time: 1601540081.023264 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.054263+00:00 nozzle: 2 | time: 1601540081.0542636 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.085263+00:00 nozzle: 2 | time: 1601540081.085264 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.086266+00:00 nozzle: 2 | time: 1601540081.0862665 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.145264+00:00 nozzle: 2 | time: 1601540081.1452649 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.146266+00:00 nozzle: 2 | time: 1601540081.1462662 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.147266+00:00 nozzle: 0 | time: 1601540081.1472669 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.180264+00:00 nozzle: 2 | time: 1601540081.1802645 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.181266+00:00 nozzle: 2 | time: 1601540081.181266 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.181266+00:00 nozzle: 2 | time: 1601540081.181266 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.182266+00:00 nozzle: 2 | time: 1601540081.182266 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.182266+00:00 nozzle: 0 | time: 1601540081.182266 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.212264+00:00 nozzle: 2 | time: 1601540081.2122638 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.212264+00:00 nozzle: 2 | time: 1601540081.2122638 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.213267+00:00 nozzle: 0 | time: 1601540081.2132668 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.214270+00:00 nozzle: 0 | time: 1601540081.21427 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.253264+00:00 nozzle: 2 | time: 1601540081.253265 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.254265+00:00 nozzle: 0 | time: 1601540081.2542653 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.255287+00:00 nozzle: 0 | time: 1601540081.255288 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.293264+00:00 nozzle: 2 | time: 1601540081.2932646 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.294263+00:00 nozzle: 0 | time: 1601540081.2942638 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.295263+00:00 nozzle: 0 | time: 1601540081.2952638 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.327266+00:00 nozzle: 2 | time: 1601540081.3272665 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.327266+00:00 nozzle: 2 | time: 1601540081.3272665 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.328264+00:00 nozzle: 0 | time: 1601540081.3282647 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.328264+00:00 nozzle: 0 | time: 1601540081.3282647 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.371264+00:00 nozzle: 0 | time: 1601540081.371264 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.372273+00:00 nozzle: 0 | time: 1601540081.371264 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.431265+00:00 nozzle: 0 | time: 1601540081.4312654 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.465264+00:00 nozzle: 0 | time: 1601540081.4652643 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.495265+00:00 nozzle: 0 | time: 1601540081.4952652 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.530266+00:00 nozzle: 0 | time: 1601540081.5302663 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.581264+00:00 nozzle: 0 | time: 1601540081.5812647 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:41.629266+00:00 nozzle: 0 | time: 1601540081.628264 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:44.454265+00:00 nozzle: 3 | time: 1601540084.4542658 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:44.487266+00:00 nozzle: 3 | time: 1601540084.4872668 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:44.541267+00:00 nozzle: 3 | time: 1601540084.5412679 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:44.585268+00:00 nozzle: 3 | time: 1601540084.5852683 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:44.628281+00:00 nozzle: 3 | time: 1601540084.6282818 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:46.678268+00:00 nozzle: 0 | time: 1601540086.6782682 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:46.716267+00:00 nozzle: 0 | time: 1601540086.7162673 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:46.791270+00:00 nozzle: 0 | time: 1601540086.7912703 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:46.828267+00:00 nozzle: 0 | time: 1601540086.828267 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:46.879267+00:00 nozzle: 0 | time: 1601540086.8792677 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:46.923269+00:00 nozzle: 0 | time: 1601540086.923269 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:46.965267+00:00 nozzle: 0 | time: 1601540086.9652672 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:47.004270+00:00 nozzle: 0 | time: 1601540087.0032678 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:47.045267+00:00 nozzle: 0 | time: 1601540087.045267 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:47.142265+00:00 nozzle: 0 | time: 1601540087.1422658 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:47.185266+00:00 nozzle: 0 | time: 1601540087.1852665 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:47.232267+00:00 nozzle: 0 | time: 1601540087.2322676 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:47.282266+00:00 nozzle: 0 | time: 1601540087.2812707 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:47.326274+00:00 nozzle: 0 | time: 1601540087.3262749 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:47.372266+00:00 nozzle: 0 | time: 1601540087.3722665 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.423269+00:00 nozzle: 1 | time: 1601540088.423269 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.470267+00:00 nozzle: 1 | time: 1601540088.4702675 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.471266+00:00 nozzle: 1 | time: 1601540088.4712667 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.473289+00:00 nozzle: 1 | time: 1601540088.4732893 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.516267+00:00 nozzle: 1 | time: 1601540088.5162678 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.517267+00:00 nozzle: 1 | time: 1601540088.5172672 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.518267+00:00 nozzle: 1 | time: 1601540088.5182674 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.519267+00:00 nozzle: 1 | time: 1601540088.519267 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.564266+00:00 nozzle: 1 | time: 1601540088.564267 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.565268+00:00 nozzle: 1 | time: 1601540088.5652685 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.566267+00:00 nozzle: 1 | time: 1601540088.5652685 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.609268+00:00 nozzle: 1 | time: 1601540088.6092682 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.610276+00:00 nozzle: 1 | time: 1601540088.6102765 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.611268+00:00 nozzle: 1 | time: 1601540088.611268 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.661279+00:00 nozzle: 1 | time: 1601540088.6612797 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.663269+00:00 nozzle: 1 | time: 1601540088.6622772 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.663269+00:00 nozzle: 1 | time: 1601540088.663269 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.712268+00:00 nozzle: 1 | time: 1601540088.7122688 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.713269+00:00 nozzle: 1 | time: 1601540088.7132697 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.752269+00:00 nozzle: 1 | time: 1601540088.7522693 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.831271+00:00 nozzle: 3 | time: 1601540088.8312712 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.875269+00:00 nozzle: 3 | time: 1601540088.8752697 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.876270+00:00 nozzle: 3 | time: 1601540088.87627 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.911271+00:00 nozzle: 3 | time: 1601540088.911272 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.912267+00:00 nozzle: 3 | time: 1601540088.912267 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.958268+00:00 nozzle: 3 | time: 1601540088.9582686 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:48.959272+00:00 nozzle: 3 | time: 1601540088.959272 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.003270+00:00 nozzle: 3 | time: 1601540089.0032706 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.054274+00:00 nozzle: 3 | time: 1601540089.0542748 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.100267+00:00 nozzle: 3 | time: 1601540089.1002674 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.144271+00:00 nozzle: 3 | time: 1601540089.1442711 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.189272+00:00 nozzle: 3 | time: 1601540089.1892729 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.235269+00:00 nozzle: 3 | time: 1601540089.235269 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.280270+00:00 nozzle: 3 | time: 1601540089.28027 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.550272+00:00 nozzle: 2 | time: 1601540089.550272 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.584268+00:00 nozzle: 2 | time: 1601540089.5842688 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.628269+00:00 nozzle: 2 | time: 1601540089.6282697 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.678268+00:00 nozzle: 2 | time: 1601540089.678269 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.679285+00:00 nozzle: 2 | time: 1601540089.6792858 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.725268+00:00 nozzle: 2 | time: 1601540089.7252681 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.726269+00:00 nozzle: 2 | time: 1601540089.7262692 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.768267+00:00 nozzle: 2 | time: 1601540089.7682679 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.803269+00:00 nozzle: 2 | time: 1601540089.8032691 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.849277+00:00 nozzle: 2 | time: 1601540089.8492777 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.896270+00:00 nozzle: 2 | time: 1601540089.89627 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:49.897270+00:00 nozzle: 2 | time: 1601540089.8972702 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:51.675278+00:00 nozzle: 0 | time: 1601540091.6752787 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:51.720269+00:00 nozzle: 0 | time: 1601540091.7192724 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:51.769275+00:00 nozzle: 0 | time: 1601540091.769275 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:51.816273+00:00 nozzle: 0 | time: 1601540091.8162732 | location 0 | delay: 0 | duration: 1
2020-10-01 08:14:51.863273+00:00 nozzle: 0 | time: 1601540091.8632734 | location 0 | delay: 0 | duration: 1
